,city,totalcitypop,latitude,longitude,year_quarter
7,Ødsted,1457.0,55.6563626,9.3990009,2016_4
8,Ødsted,1454.0,55.6563626,9.3990009,2017_1
9,Ødsted,1443.0,55.6563626,9.3990009,2017_2
10,Ødsted,1443.0,55.6563626,9.3990009,2017_3
11,Ødsted,1444.0,55.6563626,9.3990009,2017_4
12,Ødsted,1443.0,55.6563626,9.3990009,2018_1
13,Ødsted,1455.0,55.6563626,9.3990009,2018_2
14,Ødsted,1464.0,55.6563626,9.3990009,2018_3
15,Ødsted,1457.0,55.6563626,9.3990009,2018_4
16,Ødsted,1459.3999999999999,55.6563626,9.3990009,2019_1
17,Ødsted,1460.9985294117646,55.6563626,9.3990009,2019_2
18,Ødsted,1462.5970588235293,55.6563626,9.3990009,2019_3
19,Ødsted,1464.195588235294,55.6563626,9.3990009,2019_4
