month;quarter;year;city;female1;female2;female3;female4;female5;female6;female7;female8;totalfemale;male1;male2;male3;male4;male5;male6;male7;male8;totalmale;totalcitypop
dec-15;4;2015;Vejle;815;938;3.353;2.968;5.042;8.998;4.138;1.571;27.823;896;947;3.538;3.034;5.361;8.571;3.533;896;26.776;54.599
dec-15;4;2015;Vonge;12;6;44;33;49;104;42;12;302;11;5;30;28;63;115;42;7;301;603
dec-15;4;2015;Ødsted;20;30;114;52;121;240;102;29;708;24;36;115;62;108;254;93;20;712;1420
mar-16;1;2016;Andkær;5;3;22;12;28;65;11;2;148;2;6;28;15;25;66;17;3;162;310
mar-16;1;2016;Assendrup;1;;7;6;10;29;15;2;70;1;;17;11;12;28;18;4;91;161
mar-16;1;2016;Bredal;13;15;61;10;55;113;33;8;308;4;24;65;22;45;118;29;4;311;619
mar-16;1;2016;Bredsten;24;27;153;53;110;291;113;62;833;20;26;169;71;99;295;114;35;829;1662
mar-16;1;2016;Brejning/Kellers Park;37;41;208;90;193;527;213;40;1.349;36;59;232;102;178;524;220;37;1.388;2.737
mar-16;1;2016;Børkop;99;115;452;177;469;842;409;117;2.68;120;163;509;187;441;807;334;82;2.643;5.323
mar-16;1;2016;Egtved;32;31;137;61;172;358;226;141;1.158;22;44;155;89;168;375;211;73;1.137;2.295
mar-16;1;2016;Engum;1;;7;6;6;24;3;4;51;2;1;11;11;5;24;6;1;61;112
mar-16;1;2016;Gadbjerg;18;13;60;19;53;117;49;23;352;21;13;41;18;76;127;60;20;376;728
mar-16;1;2016;Give;57;80;277;161;322;763;452;199;2.311;60;68;288;204;323;701;380;124;2.148;4.459
mar-16;1;2016;Givskud;11;13;30;31;45;93;53;21;297;18;12;41;19;62;106;52;14;324;621
mar-16;1;2016;Gl. Højen;3;2;6;5;7;11;7;;41;1;2;5;1;8;11;7;1;36;77
mar-16;1;2016;Gravens/Ågård;12;22;101;43;91;230;97;41;637;14;19;129;58;86;249;94;23;672;1309
mar-16;1;2016;Grejs;20;21;104;40;73;181;79;16;534;16;23;117;46;70;170;67;16;525;1059
mar-16;1;2016;Gårslev;20;17;77;41;79;189;93;18;534;14;25;98;33;76;192;100;14;552;1086
mar-16;1;2016;Hornstrup Mølleby;1;;4;3;7;17;8;1;41;2;2;7;4;4;21;6;;46;87
mar-16;1;2016;Jelling;46;52;285;165;254;562;262;130;1.756;47;62;289;178;205;574;225;69;1.649;3.405
mar-16;1;2016;Jerlev;11;15;56;25;48;122;53;10;340;15;13;44;30;57;121;57;6;343;683
mar-16;1;2016;Kirkeby;1;2;10;1;9;23;11;1;58;1;2;9;4;6;26;12;1;61;119
mar-16;1;2016;Langelund-Grønbjerg;4;5;20;10;22;59;17;1;138;3;8;18;17;33;64;25;3;171;309
mar-16;1;2016;Nr. Vilstrup;4;4;23;7;21;42;28;4;133;6;3;14;6;19;46;23;4;121;254
mar-16;1;2016;Ny Højen;6;10;60;21;49;115;56;12;329;9;20;51;38;49;111;61;6;345;674
mar-16;1;2016;Nørup;4;14;50;27;54;105;55;19;328;12;21;42;33;54;103;58;9;332;660
mar-16;1;2016;Skibet;34;40;202;79;146;375;152;18;1.046;28;51;214;82;116;355;150;18;1.014;2.06
mar-16;1;2016;Skærup;8;10;38;19;41;95;45;3;259;10;7;29;18;41;90;49;1;245;504
mar-16;1;2016;Smidstrup;8;12;66;25;73;124;36;35;379;12;18;76;24;68;129;40;16;383;762
mar-16;1;2016;Thyregod;18;31;100;58;115;209;83;32;646;19;25;101;55;134;226;93;21;674;1320
mar-16;1;2016;Vandel;9;19;58;31;65;129;49;19;379;15;14;55;31;71;142;55;12;395;774
mar-16;1;2016;Vejle;839;903;3.388;2.97;5.081;8.96;4.164;1.58;27.885;898;955;3.541;3.056;5.404;8.579;3.557;902;26.892;54.777
mar-16;1;2016;Vonge;12;5;44;28;49;105;43;11;297;9;8;29;27;63;113;43;6;298;595
mar-16;1;2016;Ødsted;21;27;117;54;123;244;105;26;717;28;35;119;58;114;256;90;20;720;1437
mar-16;1;2016;Landområde;328;366;1.586;890;1.562;3.829;1.24;244;10.045;315;382;1.579;1.096;1.677;4.315;1.47;290;11.124;21.169
jun-16;2;2016;Andkær;5;3;21;14;28;64;11;2;148;3;6;30;16;24;68;18;3;168;316
jun-16;2;2016;Assendrup;1;;7;6;11;29;15;2;71;2;;17;11;12;29;17;4;92;163
jun-16;2;2016;Bredal;12;16;62;8;56;113;33;7;307;4;19;68;22;46;119;29;4;311;618
jun-16;2;2016;Bredsten;25;21;161;53;109;295;115;61;840;17;26;168;71;93;295;113;38;821;1661
jun-16;2;2016;Brejning/Kellers Park;45;49;211;105;217;540;228;41;1.436;36;59;243;110;206;560;238;40;1.492;2.928
jun-16;2;2016;Børkop;101;112;465;168;469;851;413;118;2.697;113;168;508;192;430;816;337;85;2.649;5.346
jun-16;2;2016;Egtved;32;29;143;64;168;359;232;148;1.175;21;44;153;86;172;380;212;76;1.144;2.319
jun-16;2;2016;Engum;1;;7;6;6;23;3;3;49;2;1;10;12;6;24;6;1;62;111
jun-16;2;2016;Gadbjerg;18;12;63;19;53;117;50;22;354;17;15;43;20;76;126;62;21;380;734
jun-16;2;2016;Give;61;74;280;164;318;755;465;198;2.315;59;64;293;215;315;709;381;125;2.161;4.476
jun-16;2;2016;Givskud;10;13;30;35;45;93;53;20;299;16;12;42;20;58;109;53;14;324;623
jun-16;2;2016;Gl. Højen;3;2;6;4;7;11;7;;40;1;2;5;1;7;11;7;1;35;75
jun-16;2;2016;Gravens/Ågård;17;20;94;46;87;235;98;41;638;14;21;131;55;89;250;98;23;681;1319
jun-16;2;2016;Grejs;17;23;103;43;72;178;82;16;534;17;23;114;47;70;170;65;16;522;1056
jun-16;2;2016;Gårslev;18;16;78;44;79;190;93;18;536;14;25;98;36;73;190;99;15;550;1086
jun-16;2;2016;Hornstrup Mølleby;1;;4;3;8;17;7;2;42;4;3;7;4;4;21;6;;49;91
jun-16;2;2016;Jelling;51;56;284;167;262;566;259;128;1.773;51;63;294;177;207;576;223;72;1.663;3.436
jun-16;2;2016;Jerlev;9;15;55;27;47;124;56;10;343;13;16;42;34;55;121;56;7;344;687
jun-16;2;2016;Kirkeby;1;3;10;1;9;24;11;1;60;1;2;9;4;6;27;13;1;63;123
jun-16;2;2016;Langelund-Grønbjerg;4;4;19;11;23;59;17;;137;3;7;20;16;32;68;25;2;173;310
jun-16;2;2016;Nr. Vilstrup;3;3;21;9;21;41;26;5;129;6;3;12;7;17;50;24;4;123;252
jun-16;2;2016;Ny Højen;8;8;60;24;45;118;54;13;330;9;20;49;38;48;115;61;5;345;675
jun-16;2;2016;Nørup;4;17;50;28;54;109;54;20;336;13;20;41;38;56;104;60;9;341;677
jun-16;2;2016;Skibet;34;43;197;80;145;377;153;20;1.049;28;43;227;82;120;359;149;18;1.026;2.075
jun-16;2;2016;Skærup;11;9;36;16;42;93;46;3;256;10;7;30;16;38;91;52;1;245;501
jun-16;2;2016;Smidstrup;8;12;68;25;74;128;35;37;387;15;17;77;24;76;130;42;14;395;782
jun-16;2;2016;Thyregod;18;33;105;60;114;217;83;30;660;21;26;101;53;140;226;92;24;683;1343
jun-16;2;2016;Vandel;9;15;61;27;66;131;50;19;378;12;15;55;32;71;141;59;12;397;775
jun-16;2;2016;Vejle;873;902;3.407;2.995;5.194;9.05;4.182;1.589;28.192;967;961;3.55;3.078;5.488;8.665;3.579;918;27.206;55.398
jun-16;2;2016;Vonge;11;6;43;24;51;102;43;12;292;10;6;26;30;62;112;42;7;295;587
jun-16;2;2016;Ødsted;24;25;116;59;128;247;106;26;731;29;35;120;60;120;253;93;21;731;1462
jun-16;2;2016;Landområde;302;322;1.561;869;1.431;3.747;1.218;249;9.699;273;364;1.541;1.089;1.569;4.228;1.439;290;10.793;20.492
sep-16;3;2016;Andkær;3;4;21;13;28;65;11;2;147;5;5;32;13;25;67;19;3;169;316
sep-16;3;2016;Assendrup;2;;5;8;11;30;14;2;72;2;;17;16;15;28;17;4;99;171
sep-16;3;2016;Bredal;16;14;63;9;58;111;33;8;312;4;17;70;24;48;122;27;4;316;628
sep-16;3;2016;Bredsten;25;19;165;51;112;290;116;61;839;12;29;170;72;92;298;114;37;824;1663
sep-16;3;2016;Brejning/Kellers Park;43;44;210;113;219;537;228;42;1.436;43;56;247;110;199;550;242;40;1.487;2.923
sep-16;3;2016;Børkop;108;103;476;169;479;861;414;119;2.729;118;160;513;194;422;827;338;82;2.654;5.383
sep-16;3;2016;Egtved;36;23;145;62;165;358;234;151;1.174;26;39;153;83;172;378;215;80;1.146;2.32
sep-16;3;2016;Engum;1;;7;6;6;23;3;3;49;2;;11;13;6;24;6;1;63;112
sep-16;3;2016;Gadbjerg;21;13;65;17;53;118;51;23;361;14;17;43;24;74;128;63;21;384;745
sep-16;3;2016;Give;55;73;277;161;323;755;466;202;2.312;68;66;291;221;317;716;379;126;2.184;4.496
sep-16;3;2016;Givskud;8;14;29;31;44;95;52;20;293;12;12;41;24;53;106;55;14;317;610
sep-16;3;2016;Gl. Højen;3;2;5;4;7;10;7;;38;1;1;5;1;6;11;7;1;33;71
sep-16;3;2016;Gravens/Ågård;17;15;94;46;86;233;94;42;627;12;22;135;57;91;250;100;22;689;1316
sep-16;3;2016;Grejs;16;21;100;44;76;176;81;15;529;17;20;115;49;71;171;65;17;525;1054
sep-16;3;2016;Gårslev;18;18;74;46;83;192;93;20;544;16;25;97;33;77;190;100;16;554;1098
sep-16;3;2016;Hornstrup Mølleby;1;;4;3;8;18;7;2;43;3;4;8;4;5;21;6;;51;94
sep-16;3;2016;Jelling;50;58;278;161;255;566;265;127;1.76;50;65;286;171;207;573;224;68;1.644;3.404
sep-16;3;2016;Jerlev;12;12;57;26;48;123;57;10;345;12;15;45;35;52;122;56;7;344;689
sep-16;3;2016;Kirkeby;1;2;10;1;9;23;11;1;58;2;2;8;3;6;26;12;1;60;118
sep-16;3;2016;Langelund-Grønbjerg;4;4;19;11;21;57;19;;135;3;4;21;16;32;66;24;2;168;303
sep-16;3;2016;Nr. Vilstrup;3;3;22;11;19;42;25;6;131;5;3;13;7;17;48;24;3;120;251
sep-16;3;2016;Ny Højen;8;9;60;20;44;122;53;13;329;9;15;53;34;47;117;61;5;341;670
sep-16;3;2016;Nørup;4;16;49;31;54;114;54;21;343;10;20;44;33;58;104;62;9;340;683
sep-16;3;2016;Skibet;31;44;197;79;144;378;157;20;1.05;28;41;226;78;120;362;149;19;1.023;2.073
sep-16;3;2016;Skærup;11;11;35;19;41;91;46;3;257;10;7;31;17;37;90;53;1;246;503
sep-16;3;2016;Smidstrup;7;13;67;27;72;128;34;39;387;17;13;79;27;78;136;41;14;405;792
sep-16;3;2016;Thyregod;21;31;104;58;117;215;84;32;662;20;26;105;54;139;225;90;24;683;1345
sep-16;3;2016;Vandel;10;17;61;26;66;132;51;19;382;15;15;57;34;71;143;59;13;407;789
sep-16;3;2016;Vejle;883;884;3.452;2.99;5.247;9.075;4.211;1.605;28.347;988;965;3.578;3.087;5.528;8.706;3.598;943;27.393;55.74
sep-16;3;2016;Vonge;12;9;43;25;52;101;42;13;297;11;6;25;28;64;111;44;6;295;592
sep-16;3;2016;Ødsted;24;25;112;57;128;243;106;26;721;27;40;117;64;113;259;94;20;734;1455
sep-16;3;2016;Landområde;298;319;1.564;839;1.453;3.752;1.228;244;9.697;290;364;1.516;1.075;1.6;4.248;1.437;293;10.823;20.52
mar-17;1;2017;Andkær;5;5;21;7;30;64;12;2;146;6;5;32;10;27;67;19;3;169;315
mar-17;1;2017;Bredal;16;15;66;14;58;109;33;8;319;5;15;70;27;47;130;27;3;324;643
mar-17;1;2017;Bredsten;28;20;156;53;119;280;118;63;837;10;29;167;74;95;282;122;34;813;1650
mar-17;1;2017;Brejning;44;43;203;116;218;542;226;43;1435;59;51;242;121;208;538;246;41;1506;2941
mar-17;1;2017;Børkop;107;102;471;182;477;874;411;128;2752;116;158;512;191;431;846;337;87;2678;5430
mar-17;1;2017;Egtved;37;24;143;64;162;362;232;147;1171;29;40;157;86;164;388;213;76;1153;2324
mar-17;1;2017;Gadbjerg;18;17;68;21;52;125;50;26;377;20;16;52;28;76;134;64;21;411;788
mar-17;1;2017;Give;55;72;288;166;336;772;477;248;2414;76;65;297;219;332;731;384;152;2256;4670
mar-17;1;2017;Givskud;8;12;31;29;46;94;49;19;288;13;15;39;23;58;110;52;15;325;613
mar-17;1;2017;Gravens/Ågård;16;18;94;47;80;235;96;43;629;11;20;133;63;89;238;103;21;678;1307
mar-17;1;2017;Grejs;15;22;96;43;78;185;80;17;536;19;23;114;48;73;174;65;17;533;1069
mar-17;1;2017;Gårslev;14;21;71;40;77;185;93;24;525;18;22;92;33;80;184;103;18;550;1075
mar-17;1;2017;Jelling;42;59;285;165;259;584;276;123;1793;50;59;303;185;213;583;224;77;1694;3487
mar-17;1;2017;Jerlev;12;10;56;25;47;123;59;9;341;16;17;46;28;54;121;58;7;347;688
mar-17;1;2017;Landområde;298;327;1581;894;1452;3885;1288;202;9927;302;365;1553;1076;1548;4318;1519;288;10969;20896
mar-17;1;2017;Ny Højen;11;9;60;22;48;123;56;12;341;10;18;50;41;50;116;65;6;356;697
mar-17;1;2017;Nørup;5;14;54;33;58;123;54;23;364;11;18;51;33;70;111;70;7;371;735
mar-17;1;2017;Skibet;35;36;204;79;140;381;155;23;1053;30;33;225;81;123;360;141;25;1018;2071
mar-17;1;2017;Skærup;9;11;35;19;40;93;46;3;256;10;7;31;16;39;93;50;1;247;503
mar-17;1;2017;Smidstrup;10;13;64;26;73;125;37;37;385;17;8;81;26;76;146;42;14;410;795
mar-17;1;2017;Thyregod;23;26;103;54;110;214;92;42;664;23;27;103;59;131;238;87;30;698;1362
mar-17;1;2017;Vandel;10;14;60;37;63;134;53;16;387;16;13;56;31;73;139;60;13;401;788
mar-17;1;2017;Vejle;936;883;3482;3020;5300;9099;4243;1617;28580;995;951;3613;3111;5569;8766;3636;944;27585;56165
